"boletos_vendidos";"ingresos_totales";"ganancias_totales";"cluster"
159;2796.8;2980.55;"cluster_1"
99;4140.59;6866.77;"cluster_1"
174;12013.79;8032.4;"cluster_2"
185;10659.15;4753.16;"cluster_1"
23;24812.71;5245.49;"cluster_0"
68;30440.04;1164.31;"cluster_0"
261;16360.88;5049.11;"cluster_2"
207;31498.18;6778.84;"cluster_0"
132;8798.07;6114.22;"cluster_1"
24;3768.24;3018.41;"cluster_1"
220;4277.12;5186.57;"cluster_1"
271;22028.93;8059.7;"cluster_0"
127;27292.88;7823.07;"cluster_0"
43;2237.83;7777.1;"cluster_1"
248;17605.77;2289.2;"cluster_2"
267;26943.64;7237.5;"cluster_0"
253;14817.05;6087.63;"cluster_2"
169;27150.48;6432.3;"cluster_0"
66;7764.38;2042.23;"cluster_1"
63;17285.19;7421.12;"cluster_2"
195;18739.55;1585.71;"cluster_2"
162;22904.13;1407.73;"cluster_0"
96;16860.75;4032.01;"cluster_2"
52;19051.11;7981.21;"cluster_2"
182;6195.75;848.35;"cluster_1"
47;14334.57;3353.95;"cluster_2"
226;12676.58;574.44;"cluster_2"
283;7806.75;1775.53;"cluster_1"
45;12062.05;3011.07;"cluster_2"
169;8381.72;1307.38;"cluster_1"
159;15037.71;3555.41;"cluster_2"
94;24546.37;7729.62;"cluster_0"
169;16414.6;5622.89;"cluster_2"
206;7613.07;782.3;"cluster_1"
100;21710.43;3620.93;"cluster_2"
132;27879.01;4794.12;"cluster_0"
133;27397.13;7189.06;"cluster_0"
144;6683.78;5572.28;"cluster_1"
112;16580.97;4790.3;"cluster_2"
282;6743.8;2841.36;"cluster_1"
277;10886.99;4081.66;"cluster_1"
179;2871.7;4650.55;"cluster_1"
247;27949.83;1213.38;"cluster_0"
84;8492.11;1850.79;"cluster_1"
43;16247.26;3372.18;"cluster_2"
293;6876.83;7975.9;"cluster_1"
216;20063.97;3753.42;"cluster_2"
64;12385.73;5330.05;"cluster_2"
183;22000.29;4510.36;"cluster_0"
302;26793.89;7492.18;"cluster_0"
60;20596.58;7564.07;"cluster_2"
51;22475.95;7874.47;"cluster_0"
40;19272.44;1264.04;"cluster_2"
128;15652.91;7199.57;"cluster_2"
274;16644.42;6964.25;"cluster_2"
81;21842.5;1085.07;"cluster_0"
308;15931.7;7455.67;"cluster_2"
147;5138.94;654.6;"cluster_1"
292;31723.46;889.64;"cluster_0"
83;6531.13;6064.23;"cluster_1"
294;5220.19;5548.35;"cluster_1"
70;15674.35;5185.61;"cluster_2"
265;13363.76;6091.66;"cluster_2"
49;19645.2;2560.81;"cluster_2"
222;19245.48;8228.41;"cluster_2"
201;9554.68;4988.38;"cluster_1"
300;17907.72;2804.02;"cluster_2"
185;22318.73;4010.11;"cluster_0"
181;14834.72;7287.91;"cluster_2"
61;27632.24;4685.32;"cluster_0"
292;10180.8;4519.39;"cluster_1"
155;3465.99;4129.67;"cluster_1"
124;20382.01;6575.98;"cluster_2"
231;22093.6;4672.23;"cluster_0"
132;27474.72;1806.38;"cluster_0"
53;27002.7;2012.55;"cluster_0"
197;3590.08;5436.11;"cluster_1"
66;29050.09;7578.33;"cluster_0"
305;14072.67;3862.01;"cluster_2"
100;13421.98;6511.53;"cluster_2"
143;13273.79;7849.35;"cluster_2"
236;30412.02;2660.6;"cluster_0"
145;24077.78;3200.65;"cluster_0"
229;27783.64;5089.03;"cluster_0"
216;10696.9;3526.29;"cluster_1"
168;27347.38;7174.52;"cluster_0"
114;7691.14;5785.45;"cluster_1"
273;8639.03;5097.39;"cluster_1"
232;24464.15;4216.32;"cluster_0"
286;22202.65;6282.67;"cluster_0"
253;9240.88;7183.24;"cluster_1"
220;14087.14;2822.42;"cluster_2"
314;12743.71;2503.82;"cluster_2"
203;28430.93;2888.22;"cluster_0"
142;17583.27;2014.96;"cluster_2"
74;4990.52;996.46;"cluster_1"
37;22376.51;6045.68;"cluster_0"
193;2004.02;988.51;"cluster_1"
258;4315.62;2821.35;"cluster_1"
317;9435.23;4024.19;"cluster_1"
208;30053.74;7523.91;"cluster_0"
249;18974.12;1418.9;"cluster_2"
242;2302.57;6093.15;"cluster_1"
102;19300.03;4431.53;"cluster_2"
227;10053.55;1262.93;"cluster_1"
290;28534.96;8437.69;"cluster_0"
129;27092.5;7391.52;"cluster_0"
292;4671.31;3569.27;"cluster_1"
134;26259.28;4737.89;"cluster_0"
275;5530.07;3974.83;"cluster_1"
210;21263.88;4698.77;"cluster_2"
79;13960.03;8452.68;"cluster_2"
70;25603.35;6406.49;"cluster_0"
221;25108.0;2833.84;"cluster_0"
143;29907.88;6698.48;"cluster_0"
258;26709.01;1673.45;"cluster_0"
217;24061.36;4260.63;"cluster_0"
136;14034.64;7446.48;"cluster_2"
55;22771.42;3015.83;"cluster_0"
173;19171.81;4844.0;"cluster_2"
142;22211.13;2133.73;"cluster_0"
303;11398.03;4571.77;"cluster_1"
43;31069.89;4585.23;"cluster_0"
149;14625.42;4442.18;"cluster_2"
63;30303.62;3746.2;"cluster_0"
74;19075.99;2356.53;"cluster_2"
292;12356.65;4908.37;"cluster_2"
51;29696.07;6358.15;"cluster_0"
192;29866.71;2901.95;"cluster_0"
144;16903.46;8426.44;"cluster_2"
100;14306.84;4764.06;"cluster_2"
71;30178.26;1670.39;"cluster_0"
186;14326.81;5529.81;"cluster_2"
218;6715.47;4235.18;"cluster_1"
133;17464.2;4248.06;"cluster_2"
213;23321.59;6027.2;"cluster_0"
104;16710.12;5418.71;"cluster_2"
61;29379.42;1846.07;"cluster_0"
127;4606.26;4598.75;"cluster_1"
79;5550.89;1637.24;"cluster_1"
88;12482.74;1467.84;"cluster_2"
116;5960.22;4514.8;"cluster_1"
225;10869.77;7701.77;"cluster_1"
243;16063.84;2805.47;"cluster_2"
31;5508.24;2956.32;"cluster_1"
200;18872.55;690.85;"cluster_2"
276;18996.62;7183.42;"cluster_2"
109;16737.72;7149.39;"cluster_2"
111;31228.56;1929.55;"cluster_0"
126;21617.48;2278.74;"cluster_2"
123;10073.44;2859.14;"cluster_1"
77;27693.42;2142.2;"cluster_0"
232;23054.44;5884.81;"cluster_0"
222;9098.0;1672.26;"cluster_1"
74;5372.28;7565.32;"cluster_1"
161;30440.27;1501.99;"cluster_0"
192;8161.88;1524.33;"cluster_1"
196;2923.21;5197.33;"cluster_1"
121;3550.67;6244.46;"cluster_1"
143;28770.7;3033.01;"cluster_0"
115;28445.29;5586.36;"cluster_0"
253;11576.85;3623.48;"cluster_1"
98;27277.9;4750.51;"cluster_0"
174;31508.07;3033.58;"cluster_0"
65;25961.78;1340.72;"cluster_0"
157;10381.94;3272.31;"cluster_1"
62;29729.91;8069.04;"cluster_0"
284;14891.12;4980.22;"cluster_2"
93;21681.18;3817.25;"cluster_2"
162;11782.08;8295.56;"cluster_1"
110;29944.68;7471.59;"cluster_0"
95;17306.15;5259.72;"cluster_2"
287;5431.63;7306.07;"cluster_1"
206;7352.21;7332.27;"cluster_1"
42;3523.18;4158.06;"cluster_1"
288;15712.51;4810.22;"cluster_2"
50;5503.1;1326.81;"cluster_1"
161;9767.02;610.47;"cluster_1"
253;17213.73;7129.97;"cluster_2"
98;9523.36;3036.1;"cluster_1"
109;27996.96;6338.01;"cluster_0"
142;3908.57;7399.17;"cluster_1"
51;15682.14;1260.15;"cluster_2"
21;11550.64;4792.01;"cluster_1"
224;2090.7;4854.85;"cluster_1"
208;17678.95;1170.46;"cluster_2"
157;10055.05;6239.33;"cluster_1"
267;14359.05;2721.52;"cluster_2"
88;5899.68;1480.05;"cluster_1"
286;5987.41;3382.92;"cluster_1"
286;21291.3;5056.13;"cluster_2"
311;4856.5;1847.61;"cluster_1"
115;29814.68;2167.38;"cluster_0"
34;22894.71;916.12;"cluster_0"
55;6573.71;6618.45;"cluster_1"
112;28746.09;8340.47;"cluster_0"
80;15801.05;3923.13;"cluster_2"
151;14588.22;4826.24;"cluster_2"
178;13525.16;6556.74;"cluster_2"
64;31711.39;3855.36;"cluster_0"
191;16707.88;7669.27;"cluster_2"
57;6903.11;3881.17;"cluster_1"
255;3787.56;625.15;"cluster_1"
161;6085.04;6890.83;"cluster_1"
27;25274.21;5063.9;"cluster_0"
81;29553.73;3677.57;"cluster_0"
69;27372.52;1040.62;"cluster_0"
315;11892.8;6824.01;"cluster_2"
170;26064.87;1192.64;"cluster_0"
20;31478.27;8013.32;"cluster_0"
233;16223.53;5902.26;"cluster_2"
202;12775.22;4687.95;"cluster_2"
252;4198.39;2104.34;"cluster_1"
92;25152.64;4188.63;"cluster_0"
220;3542.67;5452.96;"cluster_1"
64;28697.47;2681.53;"cluster_0"
218;3121.5;4679.15;"cluster_1"
288;9078.86;6758.66;"cluster_1"
265;9428.22;6040.18;"cluster_1"
94;29738.19;831.94;"cluster_0"
310;24632.09;1568.93;"cluster_0"
130;25027.17;4131.44;"cluster_0"
231;16434.14;1847.1;"cluster_2"
320;6011.08;6195.68;"cluster_1"
169;16238.42;5990.66;"cluster_2"
26;2552.48;8163.17;"cluster_1"
39;19561.67;808.99;"cluster_2"
86;24918.88;2957.23;"cluster_0"
172;15530.18;5198.0;"cluster_2"
33;25231.61;6154.84;"cluster_0"
307;28737.1;7587.93;"cluster_0"
200;4763.02;2077.96;"cluster_1"
283;10694.34;6601.12;"cluster_1"
231;26034.11;6678.19;"cluster_0"
317;2992.78;7270.14;"cluster_1"
93;17846.48;7904.98;"cluster_2"
127;19901.38;1072.25;"cluster_2"
181;2702.96;5418.19;"cluster_1"
135;12640.83;6820.56;"cluster_2"
238;17668.22;3539.66;"cluster_2"
108;10694.66;705.49;"cluster_1"
34;27023.97;5223.76;"cluster_0"
52;26145.74;1665.81;"cluster_0"
319;19403.24;1952.08;"cluster_2"
124;10906.74;8335.35;"cluster_1"
68;8437.51;6530.42;"cluster_1"
34;13092.79;3463.62;"cluster_2"
120;2222.5;5307.48;"cluster_1"
264;14947.81;4001.17;"cluster_2"
187;15561.39;8480.64;"cluster_2"
222;5160.08;4851.94;"cluster_1"
292;3448.7;1086.26;"cluster_1"
81;16355.71;8463.3;"cluster_2"
145;26791.14;1451.37;"cluster_0"
203;8095.81;2179.22;"cluster_1"
248;5972.65;4621.6;"cluster_1"
262;13158.76;1786.67;"cluster_2"
70;26626.58;1543.57;"cluster_0"
313;19013.97;2296.51;"cluster_2"
275;9920.6;8438.85;"cluster_1"
48;18835.16;7418.91;"cluster_2"
182;20525.82;5592.39;"cluster_2"
110;9685.97;4382.11;"cluster_1"
258;6810.75;3360.18;"cluster_1"
107;26907.58;2555.56;"cluster_0"
122;19909.21;6594.81;"cluster_2"
266;29134.8;6433.82;"cluster_0"
201;31792.35;1231.64;"cluster_0"
118;30595.23;7949.87;"cluster_0"
89;18767.58;6764.29;"cluster_2"
50;27541.59;6210.03;"cluster_0"
308;15042.53;2774.55;"cluster_2"
76;3627.71;4148.67;"cluster_1"
270;3810.55;4415.57;"cluster_1"
88;17364.87;2692.2;"cluster_2"
174;23198.92;2031.58;"cluster_0"
23;25156.15;2762.64;"cluster_0"
71;12206.78;3734.94;"cluster_2"
86;10190.64;7474.41;"cluster_1"
232;7997.92;8292.8;"cluster_1"
89;18233.39;2016.09;"cluster_2"
316;9230.6;4159.18;"cluster_1"
213;18085.91;6922.15;"cluster_2"
104;15748.33;7763.75;"cluster_2"
182;24109.8;877.6;"cluster_0"
54;3641.75;5363.35;"cluster_1"
22;17457.4;3448.81;"cluster_2"
119;15875.38;6627.75;"cluster_2"
93;12883.07;5857.16;"cluster_2"
65;10595.98;7727.32;"cluster_1"
196;8620.31;3638.51;"cluster_1"
174;7112.06;6654.43;"cluster_1"
29;17893.53;8299.17;"cluster_2"
241;20425.72;7553.04;"cluster_2"
263;31658.47;5483.47;"cluster_0"
75;16228.43;7084.91;"cluster_2"
221;28229.04;8223.86;"cluster_0"
259;5739.0;6884.46;"cluster_1"
74;4305.81;7708.78;"cluster_1"
145;29708.93;4343.03;"cluster_0"
145;10942.21;1349.33;"cluster_1"
35;3576.16;5977.23;"cluster_1"
39;23421.54;7745.43;"cluster_0"
280;9648.59;3079.85;"cluster_1"
304;6759.15;8365.91;"cluster_1"
61;21909.79;5285.36;"cluster_0"
183;10542.39;2185.38;"cluster_1"
182;26651.88;5191.13;"cluster_0"
35;11823.65;4635.29;"cluster_1"
289;31106.32;4014.28;"cluster_0"
171;28541.49;5336.26;"cluster_0"
195;28681.26;7348.18;"cluster_0"
79;11854.2;1024.82;"cluster_1"
294;9424.02;3497.89;"cluster_1"
84;7882.18;5420.54;"cluster_1"
305;3532.64;4767.23;"cluster_1"
244;30063.39;5167.19;"cluster_0"
242;16680.18;7617.08;"cluster_2"
171;26819.58;933.4;"cluster_0"
75;21628.37;1314.02;"cluster_2"
255;7118.25;3086.65;"cluster_1"
313;27721.78;7964.28;"cluster_0"
267;31353.44;1476.61;"cluster_0"
146;11348.18;1137.29;"cluster_1"
168;4936.04;3302.03;"cluster_1"
206;4148.05;3245.58;"cluster_1"
155;24361.25;535.6;"cluster_0"
114;10311.41;3073.3;"cluster_1"
124;16441.75;2325.53;"cluster_2"
150;9823.43;877.66;"cluster_1"
45;27191.88;6876.12;"cluster_0"
205;5214.27;7940.61;"cluster_1"
83;27065.86;2698.0;"cluster_0"
313;20942.76;5683.4;"cluster_2"
306;8677.08;3416.15;"cluster_1"
286;13504.67;2722.08;"cluster_2"
277;21979.24;1038.15;"cluster_0"
243;14383.53;6188.42;"cluster_2"
51;10406.57;4531.29;"cluster_1"
80;16470.41;6132.9;"cluster_2"
240;10025.26;7404.54;"cluster_1"
206;22062.07;6972.96;"cluster_0"
169;24946.23;5847.57;"cluster_0"
264;15710.49;7180.57;"cluster_2"
285;23774.22;2096.29;"cluster_0"
200;18890.15;1518.11;"cluster_2"
32;22878.62;3898.79;"cluster_0"
199;3399.43;3635.59;"cluster_1"
310;22344.55;1513.76;"cluster_0"
308;10878.88;5386.69;"cluster_1"
57;28398.3;8133.05;"cluster_0"
192;21150.69;2511.76;"cluster_2"
62;24569.42;5234.29;"cluster_0"
88;27662.94;8264.83;"cluster_0"
213;24371.24;6472.44;"cluster_0"
137;8341.88;3856.11;"cluster_1"
92;17967.77;5611.44;"cluster_2"
179;12249.32;1539.38;"cluster_2"
118;21446.27;936.8;"cluster_2"
145;11201.48;4686.46;"cluster_1"
241;10384.32;1769.45;"cluster_1"
176;26327.43;5027.65;"cluster_0"
135;14901.03;1124.52;"cluster_2"
132;25967.48;2141.98;"cluster_0"
287;21769.59;835.5;"cluster_2"
240;26693.98;1955.65;"cluster_0"
259;8277.98;8441.68;"cluster_1"
206;11120.53;3112.56;"cluster_1"
299;27627.48;7469.94;"cluster_0"
199;26944.51;8002.4;"cluster_0"
255;27087.53;5006.24;"cluster_0"
40;2507.39;8294.98;"cluster_1"
191;19037.3;5882.1;"cluster_2"
56;3378.76;2556.99;"cluster_1"
208;16980.97;1813.07;"cluster_2"
93;23655.45;829.01;"cluster_0"
243;14924.74;7220.64;"cluster_2"
217;4902.72;5020.56;"cluster_1"
138;5130.39;1298.39;"cluster_1"
219;2045.08;1967.56;"cluster_1"
221;8202.05;3648.53;"cluster_1"
38;15130.42;1328.29;"cluster_2"
292;22963.55;3044.86;"cluster_0"
118;22314.65;900.86;"cluster_0"
163;24182.95;2058.72;"cluster_0"
237;15082.33;4141.74;"cluster_2"
82;17729.55;2661.44;"cluster_2"
306;4324.62;7841.45;"cluster_1"
231;2980.61;5575.72;"cluster_1"
190;29127.65;1860.98;"cluster_0"
45;17175.39;3461.62;"cluster_2"
59;21159.77;2022.22;"cluster_2"
158;27499.85;7834.99;"cluster_0"
227;3384.47;811.39;"cluster_1"
39;9853.01;1960.86;"cluster_1"
52;19181.25;1145.77;"cluster_2"
139;5842.28;518.26;"cluster_1"
90;9740.54;8102.63;"cluster_1"
297;31397.62;7423.25;"cluster_0"
302;18973.03;667.21;"cluster_2"
42;19356.35;7408.14;"cluster_2"
180;10887.37;671.53;"cluster_1"
283;28084.43;5850.11;"cluster_0"
243;21201.35;2546.81;"cluster_2"
281;6012.43;5318.29;"cluster_1"
22;29591.09;8100.49;"cluster_0"
73;14387.71;3200.23;"cluster_2"
155;12295.19;2410.81;"cluster_2"
312;24007.11;1117.41;"cluster_0"
154;10805.31;8382.78;"cluster_1"
113;31012.27;6358.85;"cluster_0"
110;20102.0;8329.15;"cluster_2"
206;18412.6;1595.22;"cluster_2"
238;27013.35;2809.13;"cluster_0"
116;29175.93;6440.49;"cluster_0"
66;15151.1;3068.33;"cluster_2"
240;3545.33;6197.0;"cluster_1"
177;3855.2;4998.59;"cluster_1"
69;2400.47;1745.44;"cluster_1"
206;14687.03;3187.39;"cluster_2"
170;24395.07;5193.18;"cluster_0"
293;7158.13;3386.44;"cluster_1"
92;14782.11;4700.18;"cluster_2"
319;20676.77;1977.0;"cluster_2"
161;29444.63;6922.09;"cluster_0"
45;15112.87;7037.94;"cluster_2"
26;18367.75;7333.23;"cluster_2"
69;22815.74;3509.61;"cluster_0"
120;4778.53;708.87;"cluster_1"
133;8524.33;3750.4;"cluster_1"
55;20243.92;6216.64;"cluster_2"
71;17811.52;3915.87;"cluster_2"
24;5453.37;3798.95;"cluster_1"
187;13778.56;7396.68;"cluster_2"
239;18841.95;2105.56;"cluster_2"
22;8108.61;5809.79;"cluster_1"
143;8002.79;5575.27;"cluster_1"
153;17620.63;3205.35;"cluster_2"
87;13412.55;1608.7;"cluster_2"
97;15410.67;3255.74;"cluster_2"
286;24688.08;986.85;"cluster_0"
117;6022.01;1289.01;"cluster_1"
80;14041.72;508.33;"cluster_2"
266;7222.55;3253.77;"cluster_1"
112;8469.1;4574.17;"cluster_1"
258;22685.12;1985.16;"cluster_0"
270;8077.35;2571.01;"cluster_1"
55;22101.5;4665.05;"cluster_0"
196;2211.53;5578.31;"cluster_1"
133;17743.59;4326.35;"cluster_2"
193;23275.68;7947.68;"cluster_0"
59;25165.99;525.64;"cluster_0"
319;30079.61;6709.7;"cluster_0"
106;9906.64;7649.23;"cluster_1"
225;27765.92;6570.88;"cluster_0"
87;21865.99;2590.97;"cluster_0"
189;27003.76;4533.75;"cluster_0"
286;13509.47;1871.57;"cluster_2"
288;28656.76;5157.69;"cluster_0"
125;4702.33;7207.78;"cluster_1"
183;16399.5;3205.03;"cluster_2"
98;20656.24;7562.3;"cluster_2"
264;20508.68;1975.39;"cluster_2"
215;30319.2;7753.26;"cluster_0"
252;28732.93;1768.76;"cluster_0"
111;9747.48;5172.97;"cluster_1"
130;18179.0;6291.35;"cluster_2"
234;2496.87;1958.11;"cluster_1"
302;7619.23;1516.67;"cluster_1"
110;24583.45;7214.27;"cluster_0"
62;21859.53;1884.05;"cluster_0"
195;7075.59;6009.66;"cluster_1"
318;7570.41;3106.67;"cluster_1"
294;13029.61;2766.31;"cluster_2"
35;18793.1;5111.25;"cluster_2"
112;3298.23;7285.28;"cluster_1"
163;13643.67;6644.74;"cluster_2"
30;24024.47;4461.37;"cluster_0"
193;19926.54;1364.72;"cluster_2"
162;11301.57;1602.9;"cluster_1"
94;11594.31;7400.55;"cluster_1"
117;16111.43;813.05;"cluster_2"
210;5999.86;643.61;"cluster_1"
170;13607.02;4109.03;"cluster_2"
39;4031.06;819.92;"cluster_1"
110;11163.63;1417.36;"cluster_1"
66;21771.24;667.16;"cluster_2"
172;16482.69;3825.92;"cluster_2"
158;13484.89;5016.08;"cluster_2"
285;16843.17;1699.56;"cluster_2"
299;4197.83;4299.1;"cluster_1"
256;7217.1;6710.53;"cluster_1"
246;10483.97;3082.31;"cluster_1"
131;12921.34;1926.92;"cluster_2"
303;27506.19;3675.82;"cluster_0"
73;25754.79;4385.7;"cluster_0"
241;23512.45;6650.51;"cluster_0"
304;19238.72;7803.0;"cluster_2"
238;11853.61;1687.55;"cluster_1"
153;22042.12;6720.36;"cluster_0"
150;30955.07;1690.16;"cluster_0"
264;2469.78;8141.16;"cluster_1"
74;15719.53;3747.89;"cluster_2"
36;4319.77;5009.08;"cluster_1"
77;23876.61;4090.66;"cluster_0"
66;9737.84;7110.88;"cluster_1"
150;29985.55;6354.83;"cluster_0"
137;8765.18;3594.1;"cluster_1"
101;24228.39;1721.68;"cluster_0"
319;13106.06;7228.07;"cluster_2"
308;19975.76;8282.31;"cluster_2"
32;8797.49;835.18;"cluster_1"
64;21445.89;7736.94;"cluster_2"
44;2319.73;1018.15;"cluster_1"
72;9965.67;3528.85;"cluster_1"
300;22143.23;7207.41;"cluster_0"
66;31727.52;8354.26;"cluster_0"
108;16189.35;2043.95;"cluster_2"
248;24269.57;7107.95;"cluster_0"
110;9794.78;7229.38;"cluster_1"
212;14984.24;5958.38;"cluster_2"
298;27437.78;3770.58;"cluster_0"
138;3015.66;6306.36;"cluster_1"
142;6743.68;6774.54;"cluster_1"
135;9418.59;5128.52;"cluster_1"
23;28552.62;4955.54;"cluster_0"
291;30967.29;3731.24;"cluster_0"
159;11327.93;2471.66;"cluster_1"
284;4037.27;7345.24;"cluster_1"
117;21497.87;4599.45;"cluster_2"
155;10449.3;2473.44;"cluster_1"
251;14309.07;8276.16;"cluster_2"
158;28007.61;2525.89;"cluster_0"
47;14447.05;8077.56;"cluster_2"
163;2959.44;6599.6;"cluster_1"
44;4498.82;4249.36;"cluster_1"
145;24723.43;736.98;"cluster_0"
113;20077.96;1331.91;"cluster_2"
130;21670.45;5657.51;"cluster_2"
89;28679.34;2511.08;"cluster_0"
263;7510.88;6672.33;"cluster_1"
129;31431.82;3395.46;"cluster_0"
26;28785.47;2092.94;"cluster_0"
181;19936.83;7838.75;"cluster_2"
54;6987.83;6028.61;"cluster_1"
320;9554.08;7644.6;"cluster_1"
209;5161.89;1683.81;"cluster_1"
164;28059.77;7518.99;"cluster_0"
71;20683.88;3730.8;"cluster_2"
237;2716.29;7387.85;"cluster_1"
46;20028.75;8173.81;"cluster_2"
210;16538.2;2276.1;"cluster_2"
33;4473.76;4955.45;"cluster_1"
299;6773.27;6013.97;"cluster_1"
73;6102.39;1457.82;"cluster_1"
33;5258.83;4704.11;"cluster_1"
269;15285.08;7979.85;"cluster_2"
298;22419.5;5778.71;"cluster_0"
262;17838.2;7598.41;"cluster_2"
139;21405.29;6049.42;"cluster_2"
130;30921.72;2793.64;"cluster_0"
182;3587.93;3455.37;"cluster_1"
175;24342.47;6410.29;"cluster_0"
304;13354.75;3271.05;"cluster_2"
113;19908.42;7773.55;"cluster_2"
26;13911.94;4740.44;"cluster_2"
267;6663.48;2905.89;"cluster_1"
312;24208.14;5448.74;"cluster_0"
144;20635.08;3500.68;"cluster_2"
121;28543.84;6829.31;"cluster_0"
281;24755.97;4219.58;"cluster_0"
225;30156.34;4897.22;"cluster_0"
90;11111.49;3390.22;"cluster_1"
44;21433.11;1976.96;"cluster_2"
89;7177.59;7232.45;"cluster_1"
310;11461.85;637.23;"cluster_1"
24;27774.42;7814.77;"cluster_0"
96;27157.14;808.75;"cluster_0"
32;4943.1;5138.18;"cluster_1"
319;21781.14;5314.64;"cluster_2"
43;10201.11;6740.01;"cluster_1"
203;9105.38;5295.82;"cluster_1"
250;25209.24;1262.67;"cluster_0"
57;13611.79;1919.51;"cluster_2"
81;30676.46;1641.24;"cluster_0"
254;11050.03;4277.67;"cluster_1"
86;30096.02;3205.81;"cluster_0"
48;17798.24;6844.83;"cluster_2"
265;2300.09;6251.1;"cluster_1"
208;14134.43;2123.79;"cluster_2"
236;19338.02;7187.66;"cluster_2"
176;28317.98;4013.44;"cluster_0"
96;17395.15;8179.85;"cluster_2"
131;29635.26;649.55;"cluster_0"
191;13410.64;7797.06;"cluster_2"
75;16141.17;5583.08;"cluster_2"
298;22322.94;3395.76;"cluster_0"
304;5345.34;8373.48;"cluster_1"
285;2959.48;7643.21;"cluster_1"
39;20724.7;2269.63;"cluster_2"
140;15060.66;3244.13;"cluster_2"
218;8324.96;5393.08;"cluster_1"
39;24784.75;6914.53;"cluster_0"
33;23748.34;2072.29;"cluster_0"
301;5823.45;8410.95;"cluster_1"
22;13826.66;6122.76;"cluster_2"
209;25450.61;7904.53;"cluster_0"
196;19236.78;1001.3;"cluster_2"
224;10181.01;1658.64;"cluster_1"
176;6448.14;4978.85;"cluster_1"
105;21317.32;7763.29;"cluster_2"
308;16965.69;4325.27;"cluster_2"
248;23671.76;6009.67;"cluster_0"
160;30943.66;7749.93;"cluster_0"
194;21536.12;8430.74;"cluster_2"
105;9206.48;1520.72;"cluster_1"
208;10654.67;1516.54;"cluster_1"
271;7498.57;8411.25;"cluster_1"
53;6698.76;3608.01;"cluster_1"
125;31295.43;2177.28;"cluster_0"
312;2707.66;6793.82;"cluster_1"
295;5352.88;3081.18;"cluster_1"
260;10943.75;7250.21;"cluster_1"
111;20232.81;7687.95;"cluster_2"
105;8924.25;8254.74;"cluster_1"
208;30135.66;3532.92;"cluster_0"
318;2677.74;6056.34;"cluster_1"
139;7237.86;5904.39;"cluster_1"
191;10196.35;6248.73;"cluster_1"
114;8179.93;5306.21;"cluster_1"
77;23037.91;3078.0;"cluster_0"
137;16715.83;6668.37;"cluster_2"
109;26850.92;6657.3;"cluster_0"
121;28704.9;2289.28;"cluster_0"
191;30668.55;4694.32;"cluster_0"
74;15396.32;5764.62;"cluster_2"
173;24320.81;4090.6;"cluster_0"
36;11155.26;3477.37;"cluster_1"
47;10052.14;4051.42;"cluster_1"
90;24715.82;1358.19;"cluster_0"
154;18727.8;6057.09;"cluster_2"
52;23192.88;3470.32;"cluster_0"
42;2053.86;6421.56;"cluster_1"
79;24497.11;2672.64;"cluster_0"
254;9356.89;1920.41;"cluster_1"
155;5837.2;1811.87;"cluster_1"
126;22995.22;1961.1;"cluster_0"
88;25800.79;5884.12;"cluster_0"
146;24154.53;3943.97;"cluster_0"
212;25065.77;4012.07;"cluster_0"
40;9497.33;3514.86;"cluster_1"
204;8907.16;7795.94;"cluster_1"
294;4411.64;711.14;"cluster_1"
218;5635.06;5755.54;"cluster_1"
287;20894.02;6100.67;"cluster_2"
98;4706.55;7479.99;"cluster_1"
258;15187.69;4111.53;"cluster_2"
98;19486.56;5348.64;"cluster_2"
120;23959.36;4580.3;"cluster_0"
312;30803.83;1986.24;"cluster_0"
72;31361.08;1205.65;"cluster_0"
117;11109.81;2902.12;"cluster_1"
277;14674.42;6264.26;"cluster_2"
48;17701.82;3680.22;"cluster_2"
220;22334.69;7991.58;"cluster_0"
315;8691.37;6928.5;"cluster_1"
28;31945.23;4322.9;"cluster_0"
308;19334.82;853.98;"cluster_2"
156;10641.88;2219.74;"cluster_1"
145;19359.61;3138.01;"cluster_2"
83;29630.76;2021.26;"cluster_0"
305;2019.6;8422.44;"cluster_1"
253;23109.72;5511.66;"cluster_0"
264;29062.12;3421.33;"cluster_0"
185;14011.15;7765.54;"cluster_2"
184;23859.01;2482.17;"cluster_0"
305;5415.26;620.26;"cluster_1"
120;10888.84;714.44;"cluster_1"
102;29222.27;6800.04;"cluster_0"
226;13533.11;3072.9;"cluster_2"
273;7387.03;6799.05;"cluster_1"
230;6625.36;782.5;"cluster_1"
158;3516.76;6972.4;"cluster_1"
147;5516.55;4045.39;"cluster_1"
143;31553.98;7072.15;"cluster_0"
40;13040.39;4891.23;"cluster_2"
53;10705.55;4643.54;"cluster_1"
129;12417.49;7483.54;"cluster_2"
223;29820.18;6039.83;"cluster_0"
30;17380.98;4356.58;"cluster_2"
110;31194.56;6040.43;"cluster_0"
214;30909.39;3354.52;"cluster_0"
89;18788.08;5205.36;"cluster_2"
88;11556.25;4247.55;"cluster_1"
102;30186.62;6108.09;"cluster_0"
169;8383.48;5612.16;"cluster_1"
245;28902.05;5051.88;"cluster_0"
149;24072.01;7230.28;"cluster_0"
44;29838.39;6297.44;"cluster_0"
85;5977.34;1710.8;"cluster_1"
